Unnamed: 0.1,Unnamed: 0,Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour
217,217,Watched a new movie.,neutral,2023-05-25 17:00:00,User13,Twitter,#Fun #Work,16,302,Australia,2023,5,25,17
218,218,Went for a long walk.,neutral,2023-02-10 20:00:00,User17,Facebook,#Family #Friends,35,342,India,2023,2,10,20
219,219,Work was exhausting.,negative,2023-07-16 21:00:00,User12,Twitter,#Fun,73,15,Australia,2023,7,16,21
220,220,Excited for the weekend!,neutral,2023-10-22 02:00:00,User5,Facebook,#Life #Family #Happy,0,90,USA,2023,10,22,2
221,221,Just finished reading a book.,positive,2023-03-25 13:00:00,User8,Facebook,#Chill,35,413,UK,2023,3,25,13
222,222,Looking forward to tomorrow.,neutral,2023-04-13 11:00:00,User17,Facebook,#Food #Life #Sad,60,68,USA,2023,4,13,11
223,223,Watched a new movie.,negative,2023-06-19 04:00:00,User16,Instagram,#Travel,43,85,Canada,2023,6,19,4
224,224,Enjoyed a delicious meal.,positive,2023-02-21 09:00:00,User17,Twitter,#Food #Chill #Family,96,97,UK,2023,2,21,9
225,225,Work was exhausting.,negative,2023-05-27 08:00:00,User20,Twitter,#Fun #Food #Travel,47,241,Australia,2023,5,27,8
226,226,Had a productive meeting.,positive,2023-03-24 21:00:00,User3,Facebook,#Fun #Work #Family,74,289,Australia,2023,3,24,21
227,227,Feeling a bit under the weather.,neutral,2023-07-04 06:00:00,User5,Instagram,#Happy #Fun,49,76,Australia,2023,7,4,6
228,228,Went for a long walk.,neutral,2023-05-04 04:00:00,User3,Instagram,#Food,44,262,USA,2023,5,4,4
229,229,Cooked a new recipe.,negative,2023-12-28 14:00:00,User9,Facebook,#Work,19,321,UK,2023,12,28,14
230,230,Lost my keys again.,neutral,2023-05-20 08:00:00,User18,Facebook,#Fun #Chill #Life,100,311,USA,2023,5,20,8
231,231,Just finished reading a book.,neutral,2023-02-07 01:00:00,User5,Facebook,#Fun,97,169,USA,2023,2,7,1
232,232,Looking forward to tomorrow.,neutral,2023-12-25 03:00:00,User19,Twitter,#Work #Happy,76,261,India,2023,12,25,3
233,233,Feeling a bit under the weather.,neutral,2023-11-23 06:00:00,User14,Twitter,#Fun,40,294,USA,2023,11,23,6
234,234,Enjoyed a delicious meal.,neutral,2023-10-01 05:00:00,User7,Instagram,#Friends,82,96,USA,2023,10,1,5
235,235,Feeling a bit under the weather.,positive,2023-01-05 22:00:00,User3,Facebook,#Work,24,443,USA,2023,1,5,22
236,236,Looking forward to tomorrow.,negative,2023-04-09 09:00:00,User7,Twitter,#Family #Friends,85,445,UK,2023,4,9,9
237,237,Cooked a new recipe.,negative,2023-02-06 06:00:00,User8,Instagram,#Chill,84,247,Canada,2023,2,6,6
238,238,Excited for the weekend!,positive,2023-10-10 01:00:00,User12,Facebook,#Friends,54,28,USA,2023,10,10,1
239,239,Had a great day at the beach!,positive,2023-07-12 09:00:00,User6,Instagram,#Fun #Work,45,360,Australia,2023,7,12,9
240,240,Feeling grateful today.,neutral,2023-02-24 03:00:00,User5,Facebook,#Life #Work #Sad,20,103,Australia,2023,2,24,3
241,241,Met some old friends today.,negative,2023-08-23 16:00:00,User20,Instagram,#Friends #Sad,55,42,India,2023,8,23,16
242,242,Lost my keys again.,neutral,2023-06-02 03:00:00,User9,Facebook,#Food,85,70,Canada,2023,6,2,3
243,243,Went for a long walk.,positive,2023-06-11 11:00:00,User10,Instagram,#Work,99,184,USA,2023,6,11,11
244,244,Feeling a bit under the weather.,negative,2023-03-03 06:00:00,User13,Instagram,#Chill #Food,73,243,India,2023,3,3,6
245,245,Met some old friends today.,neutral,2023-05-27 20:00:00,User13,Facebook,#Life,43,285,Australia,2023,5,27,20
246,246,Excited for the weekend!,neutral,2023-02-17 22:00:00,User2,Instagram,#Fun,66,280,India,2023,2,17,22
247,247,Nothing much happened today.,negative,2023-12-18 00:00:00,User8,Instagram,#Food #Fun,1,306,USA,2023,12,18,0
248,248,Enjoyed a delicious meal.,neutral,2023-02-21 19:00:00,User2,Instagram,#Travel #Sad,14,48,USA,2023,2,21,19
249,249,Had a great day at the beach!,negative,2023-04-12 05:00:00,User20,Twitter,#Fun #Family,24,168,India,2023,4,12,5
250,250,Missed my train this morning.,negative,2023-12-24 01:00:00,User16,Twitter,#Sad,99,489,UK,2023,12,24,1
251,251,Work was exhausting.,neutral,2023-01-30 03:00:00,User3,Instagram,#Happy,38,135,India,2023,1,30,3
252,252,Bought a new gadget.,positive,2023-07-01 11:00:00,User12,Instagram,#Food #Sad #Life,85,290,India,2023,7,1,11
253,253,Bought a new gadget.,negative,2023-03-05 23:00:00,User6,Facebook,#Food,47,292,India,2023,3,5,23
254,254,Looking forward to tomorrow.,neutral,2023-10-15 01:00:00,User1,Facebook,#Friends #Sad,80,258,USA,2023,10,15,1
255,255,Stuck in traffic for hours.,positive,2023-04-01 00:00:00,User2,Twitter,#Friends,71,209,USA,2023,4,1,0
256,256,Cooked a new recipe.,negative,2023-03-15 09:00:00,User11,Twitter,#Friends #Chill #Food,41,492,USA,2023,3,15,9
257,257,Feeling grateful today.,negative,2023-05-03 21:00:00,User12,Instagram,#Food #Travel #Sad,34,287,USA,2023,5,3,21
258,258,Nothing much happened today.,neutral,2023-05-06 21:00:00,User11,Twitter,#Work,26,37,Canada,2023,5,6,21
259,259,Just finished reading a book.,positive,2023-08-30 04:00:00,User10,Facebook,#Friends #Fun #Family,75,452,USA,2023,8,30,4
260,260,Excited for the weekend!,neutral,2023-03-19 16:00:00,User19,Facebook,#Travel,99,23,Canada,2023,3,19,16
261,261,Nothing much happened today.,neutral,2023-11-27 23:00:00,User12,Twitter,#Food #Friends,60,118,Canada,2023,11,27,23
262,262,Just finished reading a book.,negative,2023-04-18 07:00:00,User9,Instagram,#Happy #Chill,87,328,UK,2023,4,18,7
263,263,Feeling a bit under the weather.,positive,2023-02-15 05:00:00,User5,Twitter,#Happy #Family #Fun,25,136,Canada,2023,2,15,5
264,264,Feeling a bit under the weather.,negative,2023-03-23 20:00:00,User11,Facebook,#Family #Sad #Food,93,177,Australia,2023,3,23,20
265,265,Lost my keys again.,negative,2023-01-16 10:00:00,User1,Facebook,#Travel #Work #Friends,79,79,India,2023,1,16,10
266,266,Watched a new movie.,positive,2023-02-15 16:00:00,User16,Facebook,#Work,39,365,India,2023,2,15,16
267,267,Missed my train this morning.,negative,2023-10-06 01:00:00,User7,Instagram,#Family #Friends #Work,92,152,Canada,2023,10,6,1
268,268,Had a productive meeting.,neutral,2023-08-19 02:00:00,User2,Twitter,#Chill,46,379,USA,2023,8,19,2
269,269,Watched a new movie.,negative,2023-11-12 15:00:00,User19,Facebook,#Work #Travel #Fun,29,400,UK,2023,11,12,15
270,270,Just finished reading a book.,positive,2023-02-03 03:00:00,User10,Instagram,#Chill,33,276,UK,2023,2,3,3
271,271,Nothing much happened today.,negative,2023-11-29 20:00:00,User5,Instagram,#Sad,65,220,USA,2023,11,29,20
272,272,Watched a new movie.,neutral,2023-04-24 23:00:00,User17,Instagram,#Family #Work,86,58,Canada,2023,4,24,23
273,273,The weather is amazing today.,neutral,2023-08-10 04:00:00,User7,Twitter,#Food #Travel #Sad,31,465,USA,2023,8,10,4
274,274,Bought a new gadget.,neutral,2023-07-25 00:00:00,User3,Instagram,#Travel #Happy,35,88,UK,2023,7,25,0
275,275,Looking forward to tomorrow.,neutral,2023-02-23 21:00:00,User6,Twitter,#Fun,5,324,UK,2023,2,23,21
276,276,Enjoyed a delicious meal.,neutral,2023-06-06 04:00:00,User2,Twitter,#Travel #Food #Happy,48,274,Canada,2023,6,6,4
277,277,Just finished reading a book.,neutral,2023-12-02 10:00:00,User12,Instagram,#Work #Sad #Fun,20,149,Canada,2023,12,2,10
278,278,Looking forward to tomorrow.,neutral,2023-05-09 22:00:00,User11,Twitter,#Friends,43,132,UK,2023,5,9,22
279,279,Went for a long walk.,positive,2023-04-11 07:00:00,User12,Twitter,#Family #Work #Chill,87,324,USA,2023,4,11,7
280,280,Watched a new movie.,neutral,2023-10-10 23:00:00,User10,Twitter,#Fun,97,40,UK,2023,10,10,23
281,281,Stuck in traffic for hours.,positive,2023-09-24 13:00:00,User16,Instagram,#Life #Friends,49,184,Canada,2023,9,24,13
282,282,Excited for the weekend!,negative,2023-10-25 18:00:00,User6,Twitter,#Happy #Friends #Work,67,344,Canada,2023,10,25,18
283,283,Went for a long walk.,neutral,2023-05-18 16:00:00,User15,Twitter,#Food #Sad #Work,88,344,Australia,2023,5,18,16
284,284,Feeling a bit under the weather.,negative,2023-05-12 04:00:00,User7,Twitter,#Chill #Happy #Sad,46,81,Canada,2023,5,12,4
285,285,Went for a long walk.,negative,2023-05-07 14:00:00,User18,Facebook,#Happy,47,374,USA,2023,5,7,14
286,286,Stuck in traffic for hours.,neutral,2023-05-16 22:00:00,User12,Twitter,#Sad #Life,24,307,Australia,2023,5,16,22
287,287,Enjoyed a delicious meal.,neutral,2023-02-22 14:00:00,User11,Facebook,#Food #Fun,89,326,UK,2023,2,22,14
288,288,Had a productive meeting.,positive,2023-04-17 01:00:00,User10,Instagram,#Happy #Family #Fun,1,372,Canada,2023,4,17,1
289,289,Had a great day at the beach!,neutral,2023-11-28 01:00:00,User14,Facebook,#Friends #Sad,20,223,India,2023,11,28,1
290,290,Cooked a new recipe.,neutral,2023-07-03 10:00:00,User18,Twitter,#Friends,77,308,India,2023,7,3,10
291,291,Bought a new gadget.,negative,2023-06-12 05:00:00,User9,Facebook,#Sad #Travel,2,134,India,2023,6,12,5
292,292,Bought a new gadget.,positive,2023-08-29 20:00:00,User6,Twitter,#Friends #Life #Happy,99,78,USA,2023,8,29,20
293,293,Nothing much happened today.,negative,2023-09-12 12:00:00,User14,Twitter,#Work,92,93,Canada,2023,9,12,12
294,294,Met some old friends today.,positive,2023-09-13 13:00:00,User13,Facebook,#Food #Happy #Work,39,467,USA,2023,9,13,13
295,295,The weather is amazing today.,negative,2023-09-01 03:00:00,User9,Twitter,#Fun #Happy,64,499,Australia,2023,9,1,3
296,296,Stuck in traffic for hours.,positive,2023-08-09 10:00:00,User16,Twitter,#Travel #Food #Life,12,149,Canada,2023,8,9,10
297,297,Bought a new gadget.,negative,2023-06-16 21:00:00,User6,Instagram,#Happy,26,284,Canada,2023,6,16,21
298,298,Had a disappointing experience.,positive,2023-01-28 09:00:00,User12,Instagram,#Friends #Happy,21,409,Australia,2023,1,28,9
299,299,Feeling a bit under the weather.,negative,2023-10-19 15:00:00,User4,Facebook,#Fun #Family #Friends,25,425,USA,2023,10,19,15
300,300,Lost my keys again.,positive,2023-05-30 16:00:00,User5,Facebook,#Work,69,197,Australia,2023,5,30,16
301,301,Had a disappointing experience.,negative,2023-01-21 10:00:00,User20,Twitter,#Fun #Happy #Food,97,4,UK,2023,1,21,10
302,302,Had a great day at the beach!,neutral,2023-09-14 21:00:00,User6,Facebook,#Fun,51,200,Canada,2023,9,14,21
303,303,Work was exhausting.,negative,2023-03-11 01:00:00,User14,Facebook,#Happy #Friends #Work,58,67,India,2023,3,11,1
304,304,Lost my keys again.,neutral,2023-08-09 22:00:00,User6,Twitter,#Family,63,422,Australia,2023,8,9,22
305,305,Feeling a bit under the weather.,negative,2023-08-13 21:00:00,User15,Twitter,#Family #Fun,10,141,UK,2023,8,13,21
306,306,Excited for the weekend!,negative,2023-02-28 12:00:00,User14,Twitter,#Happy #Travel,26,150,Australia,2023,2,28,12
307,307,Enjoyed a delicious meal.,neutral,2023-08-29 02:00:00,User8,Twitter,#Chill,40,210,UK,2023,8,29,2
308,308,Feeling grateful today.,negative,2023-02-16 15:00:00,User11,Twitter,#Friends #Travel #Life,97,421,USA,2023,2,16,15
309,309,The weather is amazing today.,negative,2023-11-02 23:00:00,User2,Instagram,#Life #Food,47,41,Canada,2023,11,2,23
310,310,Watched a new movie.,negative,2023-01-16 17:00:00,User18,Facebook,#Travel #Food #Sad,51,102,India,2023,1,16,17
311,311,Had a productive meeting.,positive,2023-04-17 12:00:00,User17,Twitter,#Travel #Work,14,333,Australia,2023,4,17,12
312,312,Stuck in traffic for hours.,negative,2023-02-07 10:00:00,User8,Facebook,#Friends #Travel #Life,14,258,India,2023,2,7,10
313,313,Had a disappointing experience.,negative,2023-09-16 04:00:00,User6,Twitter,#Work #Food #Sad,73,296,Canada,2023,9,16,4
314,314,Watched a new movie.,positive,2023-08-18 16:00:00,User13,Facebook,#Family #Chill,76,160,Canada,2023,8,18,16
315,315,Missed my train this morning.,negative,2023-06-10 11:00:00,User9,Twitter,#Travel #Life #Work,85,483,UK,2023,6,10,11
316,316,Stuck in traffic for hours.,negative,2023-04-24 04:00:00,User19,Twitter,#Food #Work,84,239,Canada,2023,4,24,4
317,317,Enjoyed a delicious meal.,positive,2023-05-02 03:00:00,User4,Facebook,#Happy,56,216,USA,2023,5,2,3
318,318,Feeling a bit under the weather.,negative,2023-09-25 22:00:00,User8,Instagram,#Happy,94,260,Australia,2023,9,25,22
319,319,Lost my keys again.,positive,2023-12-22 15:00:00,User5,Instagram,#Family #Food #Travel,74,293,India,2023,12,22,15
320,320,Lost my keys again.,positive,2023-02-10 11:00:00,User13,Twitter,#Life #Family,43,452,USA,2023,2,10,11
321,321,Went for a long walk.,negative,2023-12-05 22:00:00,User4,Instagram,#Work #Travel #Food,68,82,Canada,2023,12,5,22
322,322,Enjoyed a delicious meal.,positive,2023-07-29 06:00:00,User16,Facebook,#Life #Happy,31,337,Canada,2023,7,29,6
323,323,Feeling grateful today.,neutral,2023-11-09 18:00:00,User9,Facebook,#Sad,33,263,Canada,2023,11,9,18
324,324,Had a great day at the beach!,positive,2023-04-06 14:00:00,User3,Facebook,#Fun,81,430,Canada,2023,4,6,14
325,325,Work was exhausting.,neutral,2023-04-05 07:00:00,User2,Instagram,#Friends #Food,41,120,Australia,2023,4,5,7
326,326,Had a disappointing experience.,negative,2023-02-15 00:00:00,User1,Facebook,#Sad,36,408,UK,2023,2,15,0
327,327,Excited for the weekend!,neutral,2023-07-29 11:00:00,User18,Instagram,#Travel #Life,57,254,India,2023,7,29,11
328,328,The weather is amazing today.,negative,2023-04-10 12:00:00,User9,Twitter,#Happy #Food #Friends,61,29,USA,2023,4,10,12
329,329,Excited for the weekend!,negative,2023-11-20 15:00:00,User9,Instagram,#Sad #Travel,41,100,Australia,2023,11,20,15
330,330,Looking forward to tomorrow.,positive,2023-11-10 18:00:00,User13,Twitter,#Friends,37,16,UK,2023,11,10,18
331,331,Watched a new movie.,negative,2023-09-22 22:00:00,User1,Instagram,#Travel #Sad,94,155,India,2023,9,22,22
332,332,Just finished reading a book.,neutral,2023-12-06 10:00:00,User9,Instagram,#Food #Chill #Work,25,3,UK,2023,12,6,10
333,333,Went for a long walk.,positive,2023-12-08 10:00:00,User20,Twitter,#Chill #Work,72,21,USA,2023,12,8,10
334,334,Stuck in traffic for hours.,neutral,2023-09-25 21:00:00,User15,Instagram,#Life #Chill,75,467,Australia,2023,9,25,21
335,335,Looking forward to tomorrow.,neutral,2023-03-06 04:00:00,User19,Instagram,#Travel,15,410,India,2023,3,6,4
336,336,Had a great day at the beach!,positive,2023-04-25 00:00:00,User6,Instagram,#Food #Happy,60,353,India,2023,4,25,0
337,337,Bought a new gadget.,neutral,2023-04-06 18:00:00,User14,Instagram,#Fun #Family #Sad,55,348,USA,2023,4,6,18
338,338,Nothing much happened today.,neutral,2023-08-24 03:00:00,User6,Instagram,#Food #Fun #Travel,86,5,India,2023,8,24,3
339,339,Lost my keys again.,positive,2023-06-16 08:00:00,User12,Facebook,#Life #Travel,54,366,USA,2023,6,16,8
340,340,Went for a long walk.,neutral,2023-10-07 21:00:00,User17,Twitter,#Life #Travel #Family,63,76,Australia,2023,10,7,21
341,341,Bought a new gadget.,positive,2023-09-07 12:00:00,User6,Instagram,#Sad #Life,39,75,UK,2023,9,7,12
342,342,Watched a new movie.,negative,2023-10-14 14:00:00,User7,Instagram,#Food #Happy,4,240,India,2023,10,14,14
343,343,Had a productive meeting.,neutral,2023-11-02 19:00:00,User19,Instagram,#Friends,96,26,India,2023,11,2,19
344,344,Just finished reading a book.,negative,2023-07-14 01:00:00,User14,Facebook,#Fun #Friends #Sad,64,193,Australia,2023,7,14,1
345,345,Watched a new movie.,neutral,2023-12-02 09:00:00,User19,Facebook,#Travel #Life #Food,21,238,Australia,2023,12,2,9
346,346,Lost my keys again.,negative,2023-08-04 19:00:00,User7,Facebook,#Life,70,142,India,2023,8,4,19
347,347,Just finished reading a book.,neutral,2023-02-11 02:00:00,User12,Instagram,#Friends #Family #Food,19,332,USA,2023,2,11,2
348,348,Had a disappointing experience.,negative,2023-03-23 03:00:00,User7,Facebook,#Sad #Chill,34,305,USA,2023,3,23,3
349,349,Excited for the weekend!,neutral,2023-05-18 01:00:00,User14,Facebook,#Life #Work #Friends,32,484,UK,2023,5,18,1
350,350,Met some old friends today.,negative,2023-02-15 06:00:00,User18,Facebook,#Travel #Chill,54,194,India,2023,2,15,6
351,351,Work was exhausting.,neutral,2023-12-28 02:00:00,User6,Twitter,#Friends #Chill #Life,64,499,UK,2023,12,28,2
352,352,Had a disappointing experience.,positive,2023-08-22 15:00:00,User10,Twitter,#Chill #Travel #Fun,17,21,Australia,2023,8,22,15
353,353,Feeling a bit under the weather.,positive,2023-12-22 04:00:00,User19,Instagram,#Happy,72,396,Australia,2023,12,22,4
354,354,Excited for the weekend!,negative,2023-09-12 22:00:00,User20,Twitter,#Friends #Fun,69,497,Canada,2023,9,12,22
355,355,Cooked a new recipe.,neutral,2023-12-31 10:00:00,User4,Twitter,#Work #Life #Fun,28,242,Australia,2023,12,31,10
356,356,Watched a new movie.,positive,2023-12-19 22:00:00,User20,Facebook,#Happy,56,199,Canada,2023,12,19,22
357,357,Work was exhausting.,positive,2023-10-07 10:00:00,User4,Twitter,#Chill,78,26,Canada,2023,10,7,10
358,358,Lost my keys again.,negative,2023-11-22 03:00:00,User1,Instagram,#Travel #Friends #Happy,26,326,Canada,2023,11,22,3
359,359,Had a productive meeting.,positive,2023-04-08 03:00:00,User9,Facebook,#Chill #Happy,72,83,USA,2023,4,8,3
360,360,Watched a new movie.,positive,2023-04-17 07:00:00,User16,Instagram,#Life #Family #Chill,25,150,India,2023,4,17,7
361,361,Enjoyed a delicious meal.,negative,2023-07-06 18:00:00,User15,Facebook,#Fun,11,270,India,2023,7,6,18
362,362,Lost my keys again.,positive,2023-05-11 21:00:00,User10,Instagram,#Work,13,355,Australia,2023,5,11,21
363,363,Met some old friends today.,neutral,2023-11-03 08:00:00,User16,Twitter,#Chill,72,5,Australia,2023,11,3,8
364,364,Stuck in traffic for hours.,positive,2023-10-08 20:00:00,User9,Instagram,#Chill #Sad #Food,24,17,UK,2023,10,8,20
365,365,Stuck in traffic for hours.,neutral,2023-09-26 16:00:00,User1,Twitter,#Sad,81,483,USA,2023,9,26,16
366,366,Just finished reading a book.,negative,2023-07-19 19:00:00,User11,Twitter,#Work #Chill,42,218,USA,2023,7,19,19
367,367,Went for a long walk.,neutral,2023-01-15 09:00:00,User13,Twitter,#Family,68,248,USA,2023,1,15,9
368,368,Feeling grateful today.,negative,2023-06-22 23:00:00,User8,Instagram,#Family #Fun #Work,96,417,India,2023,6,22,23
369,369,Just finished reading a book.,negative,2023-01-13 08:00:00,User12,Instagram,#Life #Happy #Travel,44,389,Canada,2023,1,13,8
370,370,Enjoyed a delicious meal.,negative,2023-09-12 04:00:00,User12,Facebook,#Food #Life,49,370,USA,2023,9,12,4
371,371,The weather is amazing today.,negative,2023-06-17 09:00:00,User16,Instagram,#Food #Work,61,335,USA,2023,6,17,9
372,372,Watched a new movie.,positive,2023-03-16 19:00:00,User8,Facebook,#Friends #Life #Family,88,335,UK,2023,3,16,19
373,373,Had a productive meeting.,neutral,2023-09-26 12:00:00,User17,Twitter,#Fun,44,2,Canada,2023,9,26,12
374,374,Feeling grateful today.,positive,2023-08-10 21:00:00,User18,Instagram,#Life #Food #Chill,32,150,USA,2023,8,10,21
375,375,Watched a new movie.,neutral,2023-09-14 02:00:00,User16,Facebook,#Travel,4,329,USA,2023,9,14,2
376,376,Work was exhausting.,neutral,2023-02-15 16:00:00,User14,Instagram,#Chill #Family,55,60,India,2023,2,15,16
377,377,Watched a new movie.,neutral,2023-04-12 22:00:00,User20,Twitter,#Happy #Fun,80,269,India,2023,4,12,22
378,378,Enjoyed a delicious meal.,positive,2023-05-31 10:00:00,User2,Twitter,#Travel #Food,61,110,India,2023,5,31,10
379,379,Feeling grateful today.,positive,2023-01-12 09:00:00,User12,Facebook,#Food #Family #Life,1,212,UK,2023,1,12,9
380,380,Just finished reading a book.,negative,2023-10-13 01:00:00,User16,Instagram,#Sad,34,471,USA,2023,10,13,1
381,381,Nothing much happened today.,neutral,2023-06-08 05:00:00,User5,Twitter,#Happy #Life #Travel,11,29,India,2023,6,8,5
382,382,Just finished reading a book.,positive,2023-03-15 04:00:00,User18,Facebook,#Food,46,272,UK,2023,3,15,4
383,383,Cooked a new recipe.,neutral,2023-12-27 03:00:00,User6,Facebook,#Travel,81,260,UK,2023,12,27,3
384,384,Just finished reading a book.,negative,2023-06-10 04:00:00,User19,Twitter,#Fun #Life,43,41,Australia,2023,6,10,4
385,385,The weather is amazing today.,neutral,2023-12-27 00:00:00,User1,Twitter,#Travel #Chill,88,199,Canada,2023,12,27,0
386,386,Enjoyed a delicious meal.,negative,2023-03-07 23:00:00,User7,Twitter,#Happy #Chill,99,406,Australia,2023,3,7,23
387,387,Had a disappointing experience.,neutral,2023-04-05 11:00:00,User14,Instagram,#Chill #Sad #Happy,39,184,India,2023,4,5,11
388,388,Watched a new movie.,positive,2023-03-24 20:00:00,User18,Twitter,#Family #Sad #Life,17,18,Canada,2023,3,24,20
389,389,Watched a new movie.,positive,2023-11-11 01:00:00,User7,Instagram,#Life #Happy #Work,16,190,Australia,2023,11,11,1
390,390,Work was exhausting.,negative,2023-01-10 19:00:00,User17,Twitter,#Fun #Travel #Friends,50,397,UK,2023,1,10,19
391,391,Bought a new gadget.,negative,2023-09-05 15:00:00,User11,Facebook,#Travel #Food #Happy,54,413,Canada,2023,9,5,15
392,392,Bought a new gadget.,neutral,2023-01-06 22:00:00,User9,Instagram,#Travel #Family #Chill,22,452,India,2023,1,6,22
393,393,Stuck in traffic for hours.,positive,2023-12-08 02:00:00,User9,Facebook,#Food,2,72,USA,2023,12,8,2
394,394,Watched a new movie.,neutral,2023-12-24 05:00:00,User19,Facebook,#Friends,39,461,Australia,2023,12,24,5
395,395,Feeling grateful today.,neutral,2023-03-17 16:00:00,User14,Instagram,#Sad #Chill #Friends,60,149,USA,2023,3,17,16
396,396,Just finished reading a book.,neutral,2023-07-10 12:00:00,User1,Facebook,#Sad #Work,17,95,Australia,2023,7,10,12
397,397,Went for a long walk.,positive,2023-08-13 07:00:00,User10,Twitter,#Friends #Travel,59,176,India,2023,8,13,7
398,398,Feeling grateful today.,positive,2023-12-29 11:00:00,User17,Instagram,#Food #Travel,87,130,India,2023,12,29,11
399,399,Enjoyed a delicious meal.,neutral,2023-09-19 04:00:00,User8,Twitter,#Family #Friends,44,335,Australia,2023,9,19,4
400,400,Had a great day at the beach!,positive,2023-12-02 04:00:00,User8,Facebook,#Sad #Fun #Family,10,439,USA,2023,12,2,4
401,401,Feeling a bit under the weather.,neutral,2023-04-02 12:00:00,User20,Instagram,#Life #Food #Sad,97,488,Canada,2023,4,2,12
402,402,Cooked a new recipe.,neutral,2023-07-23 15:00:00,User8,Instagram,#Chill #Sad,17,5,India,2023,7,23,15
403,403,Feeling a bit under the weather.,positive,2023-04-12 21:00:00,User7,Instagram,#Food,57,133,Australia,2023,4,12,21
404,404,Enjoyed a delicious meal.,negative,2023-01-31 09:00:00,User10,Instagram,#Work,75,45,India,2023,1,31,9
405,405,Missed my train this morning.,negative,2023-09-30 22:00:00,User15,Facebook,#Chill,36,119,Australia,2023,9,30,22
406,406,Feeling grateful today.,positive,2023-02-28 16:00:00,User9,Twitter,#Work #Fun,78,204,Australia,2023,2,28,16
407,407,Feeling grateful today.,neutral,2023-10-06 08:00:00,User9,Twitter,#Fun,37,476,Australia,2023,10,6,8
408,408,Just finished reading a book.,neutral,2023-07-16 19:00:00,User7,Facebook,#Work #Life #Chill,33,496,USA,2023,7,16,19
409,409,Feeling grateful today.,negative,2023-09-01 00:00:00,User9,Instagram,#Sad,90,286,UK,2023,9,1,0
410,410,The weather is amazing today.,negative,2023-11-26 14:00:00,User15,Instagram,#Family #Fun,44,335,Australia,2023,11,26,14
411,411,Had a productive meeting.,positive,2023-08-17 23:00:00,User1,Instagram,#Happy #Fun #Work,76,368,India,2023,8,17,23
412,412,Met some old friends today.,negative,2023-09-23 05:00:00,User6,Twitter,#Fun,49,5,USA,2023,9,23,5
413,413,Looking forward to tomorrow.,positive,2023-11-21 03:00:00,User19,Instagram,#Work #Chill,24,189,UK,2023,11,21,3
414,414,Nothing much happened today.,neutral,2023-07-13 10:00:00,User17,Twitter,#Family,17,237,India,2023,7,13,10
415,415,Lost my keys again.,negative,2023-07-25 18:00:00,User18,Facebook,#Work #Fun #Chill,98,155,India,2023,7,25,18
416,416,Met some old friends today.,neutral,2023-06-12 03:00:00,User19,Instagram,#Family,46,294,Australia,2023,6,12,3
417,417,Lost my keys again.,neutral,2023-02-22 02:00:00,User2,Instagram,#Chill #Fun #Friends,9,164,India,2023,2,22,2
418,418,Met some old friends today.,negative,2023-05-15 12:00:00,User20,Instagram,#Fun #Work,26,196,UK,2023,5,15,12
419,419,Just finished reading a book.,positive,2023-09-26 14:00:00,User4,Instagram,#Friends #Family,49,492,Australia,2023,9,26,14
420,420,Excited for the weekend!,positive,2023-01-20 16:00:00,User19,Instagram,#Life #Friends #Chill,12,89,India,2023,1,20,16
421,421,Stuck in traffic for hours.,neutral,2023-10-25 05:00:00,User2,Twitter,#Sad #Life,79,281,India,2023,10,25,5
422,422,Feeling grateful today.,neutral,2023-12-15 09:00:00,User13,Facebook,#Friends #Life #Family,26,130,USA,2023,12,15,9
423,423,Met some old friends today.,neutral,2023-04-06 08:00:00,User11,Twitter,#Chill #Food,21,54,Canada,2023,4,6,8
424,424,Looking forward to tomorrow.,neutral,2023-09-20 16:00:00,User20,Twitter,#Happy #Life #Chill,49,143,USA,2023,9,20,16
425,425,Went for a long walk.,neutral,2023-02-21 17:00:00,User13,Facebook,#Work,1,26,USA,2023,2,21,17
426,426,Nothing much happened today.,negative,2023-09-05 04:00:00,User6,Instagram,#Food #Work,35,287,India,2023,9,5,4
427,427,Went for a long walk.,neutral,2023-01-04 16:00:00,User12,Instagram,#Travel #Fun #Food,26,320,USA,2023,1,4,16
428,428,Work was exhausting.,neutral,2023-09-23 06:00:00,User3,Instagram,#Life #Work,83,453,UK,2023,9,23,6
429,429,Feeling a bit under the weather.,positive,2023-10-31 17:00:00,User11,Twitter,#Chill #Fun,14,174,Canada,2023,10,31,17
430,430,Missed my train this morning.,positive,2023-01-28 11:00:00,User3,Instagram,#Chill #Travel,13,240,Canada,2023,1,28,11
431,431,Lost my keys again.,positive,2023-09-29 13:00:00,User11,Facebook,#Friends #Sad,36,86,UK,2023,9,29,13
432,432,Work was exhausting.,neutral,2023-02-27 05:00:00,User5,Instagram,#Family #Life #Happy,66,441,India,2023,2,27,5
433,433,Stuck in traffic for hours.,positive,2023-08-07 19:00:00,User7,Instagram,#Travel #Friends #Family,18,300,UK,2023,8,7,19
434,434,Looking forward to tomorrow.,negative,2023-04-25 03:00:00,User18,Facebook,#Fun #Friends,3,34,India,2023,4,25,3
435,435,Feeling grateful today.,neutral,2023-07-26 06:00:00,User11,Facebook,#Friends #Family,54,335,UK,2023,7,26,6
